Id,WnvPresent
1,3.528706955055e-05
2,3.4779915844949997e-06
3,1.5960828512775e-05
4,5.6477303437125e-08
5,5.9130390162975e-09
6,2.2745636602125003e-06
7,6.431588599717499e-35
8,2.4135855902924994e-35
9,2.6154050597775e-05
10,2.5662069044325e-06
11,1.1629787880899999e-05
12,4.0998821266424997e-08
13,4.578526782075001e-09
14,1.86179422257e-06
15,5.4582054161025e-35
16,2.0223747629100004e-35
17,3.6339628896899996e-05
18,3.5736658297425004e-06
19,1.6723913056574997e-05
20,6.0486726036225e-08
21,6.00107482578e-09
22,2.4568314880125003e-06
23,6.7888062444e-35
24,2.5638376973099996e-35
25,0.0002096908322295
26,2.4256168787400004e-05
27,9.560755796250001e-05
28,2.3023006328775e-07
29,4.530053771377499e-08
30,4.1515798940775e-06
31,8.468774839725e-35
32,3.41056766493e-35
33,0.00022085429065275
34,2.6294352726225e-05
35,9.989268975900001e-05
36,2.4250982703e-07
37,4.78804594119e-08
38,4.07081162601e-06
39,8.277868449975001e-35
40,3.3389948219175e-35
41,0.0002411650785165
42,2.94144393219e-05
43,0.00010898217088574999
44,2.6798530547925e-07
45,5.2241333417025e-08
46,4.1623782720375e-06
47,8.393050824074998e-35
48,3.39187045311e-35
49,0.00022085429065275
50,2.6294352726225e-05
51,9.989268975900001e-05
52,2.4250982703e-07
53,4.78804594119e-08
54,4.07081162601e-06
55,8.277868449975001e-35
56,3.3389948219175e-35
57,0.00023605167402599998
58,2.77322586453e-05
59,0.00011045734356075
60,2.7240298368525e-07
61,5.1423958988774995e-08
62,4.7396142533475015e-06
63,9.477492644700001e-35
64,3.8381916231e-35
65,0.00018945582166875
66,2.20959248202e-05
67,8.513940459375e-05
68,2.011473334215e-07
69,4.116634340955e-08
70,3.66444318858e-06
71,7.5833200932e-35
72,3.0529757883225e-35
73,0.00042151927002225
74,6.4697533533675e-05
75,0.00019514156198249997
76,5.5991637438225e-07
77,9.602002214700001e-08
78,5.191348403985e-06
79,9.92480198835e-35
80,4.05808464225e-35
81,0.00023410944965699998
82,2.850789172095e-05
83,0.00010491959570399999
84,2.5562255798475e-07
85,5.0618381741550005e-08
86,3.993941162025e-06
87,8.0912655324e-35
88,3.2689239725249997e-35
89,0.0003704410066537499
90,5.30770820061e-05
91,0.00017011505433900002
92,4.5999739553025e-07
93,8.267950178174999e-08
94,4.821792685447501e-06
95,9.360137351699998e-35
96,3.8181496671074994e-35
97,0.00036705160727249994
98,5.2241722971674996e-05
99,0.00017157574609500005
100,4.6457584950075013e-07
101,8.244027636675e-08
102,4.99742867409e-06
103,9.650273345475e-35
104,3.935204029679999e-35
105,0.00019619861114925
106,2.32325753214e-05
107,8.60634071775e-05
108,2.0210237075025002e-07
109,4.22637301749e-08
110,3.4501907970225e-06
111,7.1439204871125e-35
112,2.8806482578874996e-35
113,3.0107385723075e-05
114,2.8913877185625e-06
115,1.3607087397225e-05
116,4.8069956051775e-08
117,5.082270573562499e-09
118,2.1307588421324997e-06
119,6.044818881157501e-35
120,2.2607266864125003e-35
121,0.00017247779650125
122,1.9227994775175e-05
123,8.234762205150001e-05
124,1.8865843239675e-07
125,3.69248540016e-08
126,4.16770995075e-06
127,8.711766175125e-35
128,3.5033059873499995e-35
129,0.00029575806229575
130,3.722350902285e-05
131,0.00015443822184825
132,4.012095667485e-07
133,6.642877863472501e-08
