Id,WnvPresent
1,4.23444834607e-05
2,4.17358990139e-06
3,1.91529942153e-05
4,6.77727641245e-08
5,7.09564681956e-09
6,2.72947639226e-06
7,7.71790631966e-35
8,2.89630270835e-35
9,3.13848607173e-05
10,3.07944828532e-06
11,1.39557454571e-05
12,4.91985855197e-08
13,5.49423213849e-09
14,2.23415306708e-06
15,6.54984649932e-35
16,2.42684971549e-35
17,4.36075546763e-05
18,4.28839899569e-06
19,2.00686956679e-05
20,7.25840712435e-08
21,7.20128979094e-09
22,2.94819778562e-06
23,8.14656749328e-35
24,3.07660523677e-35
25,0.000251628998675
26,2.91074025449e-05
27,0.000114729069555
28,2.76276075945e-07
29,5.43606452565e-08
30,4.98189587289e-06
31,1.01625298077e-34
32,4.09268119792e-35
33,0.000265025148783
34,3.15532232715e-05
35,0.000119871227711
36,2.91011792436e-07
37,5.74565512943e-08
38,4.88497395121e-06
39,9.93344213997e-35
40,4.0067937863e-35
41,0.00028939809422
42,3.52973271863e-05
43,0.000130778605063
44,3.21582366575e-07
45,6.26896001004e-08
46,4.99485392644e-06
47,1.00716609889e-34
48,4.07024454373e-35
49,0.000265025148783
50,3.15532232715e-05
51,0.000119871227711
52,2.91011792436e-07
53,5.74565512943e-08
54,4.88497395121e-06
55,9.93344213997e-35
56,4.0067937863e-35
57,0.000283262008831
58,3.32787103744e-05
59,0.000132548812273
60,3.26883580422e-07
61,6.17087507865e-08
62,5.68753710402e-06
63,1.13729911736e-34
64,4.60582994772e-35
65,0.000227346986002
66,2.65151097842e-05
67,0.000102167285512
68,2.41376800106e-07
69,4.93996120915e-08
70,4.3973318263e-06
71,9.09998411184e-35
72,3.66357094599e-35
73,0.000505823124027
74,7.76370402404e-05
75,0.000234169874379
76,6.71899649259e-07
77,1.15224026576e-07
78,6.22961808478e-06
79,1.1909762386e-34
80,4.8697015707e-35
81,0.000280931339588
82,3.42094700651e-05
83,0.000125903514845
84,3.06747069582e-07
85,6.07420580899e-08
86,4.79272939443e-06
87,9.70951863888e-35
88,3.92270876703e-35
89,0.000444529207984
90,6.36924984073e-05
91,0.000204138065207
92,5.51996874636e-07
93,9.92154021381e-08
94,5.78615122254e-06
95,1.1232164822e-34
96,4.58177960053e-35
97,0.000440461928727
98,6.2690067566e-05
99,0.000205890895314
100,5.57491019401e-07
101,9.89283316401e-08
102,5.99691440891e-06
103,1.15803280146e-34
104,4.72224483562e-35
105,0.000235438333379
106,2.78790903857e-05
107,0.000103276088613
108,2.425228449e-07
109,5.07164762099e-08
110,4.14022895643e-06
111,8.57270458453e-35
112,3.45677790946e-35
113,3.61288628677e-05
114,3.46966526228e-06
115,1.63285048767e-05
116,5.76839472621e-08
117,6.09872468827e-09
118,2.55691061056e-06
119,7.25378265739e-35
120,2.7128720237e-35
121,0.000206973355801
122,2.30735937302e-05
123,9.88171464618e-05
124,2.26390118876e-07
125,4.43098248019e-08
126,5.0012519409e-06
127,1.04541194101e-34
128,4.20396718482e-35
129,0.000354909674755
130,4.46682108274e-05
131,0.000185325866218
132,4.81451480098e-07
133,7.97145343617e-08
134,7.54281799191e-06
135,1.4681138934e-34
136,5.98638005998e-35
137,0.000417391244152
138,5.81320132021e-05
139,0.000185242803312
140,4.84241724783e-07
141,9.08774743752e-08
142,5.2639677818e-06
143,1.03928765729e-34
144,4.2341905301e-35
145,4.05650549951e-05
146,3.93250700298e-06
147,1.85942130006e-05
148,6.67322294447e-08
149,6.74698137022e-09
150,2.80644912346e-06
151,7.81907409739e-35
152,2.94321019722e-35
153,4.93206096746e-05
154,5.03498411846e-06
155,2.29017381307e-05
156,8.26430077454e-08
157,8.16192330673e-09
158,3.12843281679e-06
159,8.60739726651e-35
160,3.26116700218e-35
161,3.72275258781e-05
162,3.52235005554e-06
163,1.71788591319e-05
164,6.24385533288e-08
165,6.20642644061e-09
166,2.76069314391e-06
167,7.65668645645e-35
168,2.88206455774e-35
169,0.000260114090044
170,3.00167992285e-05
171,0.000123224256368
172,2.96221500533e-07
173,5.64332081422e-08
174,5.56360506063e-06
175,1.12096313052e-34
176,4.54238968452e-35
177,0.000287661568986
178,3.42314589384e-05
179,0.000147537068269
180,3.62362476599e-07
181,6.28534090701e-08
182,6.78781762861e-06
183,1.36947173173e-34
184,5.53149593514e-35
185,0.000226056776157
186,2.54221422188e-05
187,0.00010675747705
188,2.49165638948e-07
189,4.84934284066e-08
190,5.14997939753e-06
191,1.06088430946e-34
192,4.28297673775e-35
193,0.000459958196886
194,6.23967159656e-05
195,0.000234318476295
196,6.6476410407e-07
197,1.05862932851e-07
198,8.31247036369e-06
199,1.54065592588e-34
200,6.27448433539e-35
201,0.000299761302489
202,3.55760149668e-05
203,0.000141779048723
204,3.53776791631e-07
205,6.57764898906e-08
206,5.97216880654e-06
207,1.18440975068e-34
208,4.80310896284e-35
209,0.000430576277286
210,6.07682069053e-05
211,0.000190230894288
212,5.03005217482e-07
