Id,WnvPresent
1,0.00011876440458499999
2,9.629244003689999e-06
3,0.0005213164143030001
4,5.147936986560001e-07
5,6.380495928010001e-07
6,1.57304826791e-10
7,0.0005213164143030001
8,6.996974565719999e-09
9,8.78664348209e-05
10,6.5560260828e-06
11,0.000397971511079
12,3.6731083035e-07
13,5.03098969783e-07
14,1.1409570523999999e-10
15,0.000397971511079
16,5.79430749062e-09
17,0.000114625897735
18,9.76910890141e-06
19,0.0005101559042580001
20,5.3396319751e-07
21,6.732288380640001e-07
22,1.56648179716e-10
23,0.0005101559042580001
24,7.158246113689999e-09
25,0.0009608094562830001
26,6.01466341012e-05
27,0.00418881485483
28,2.43150788586e-06
29,1.7876867802900001e-06
30,7.195070951510001e-10
31,0.00418881485483
32,1.02382092394e-08
33,0.00110450160969
34,6.67353543166e-05
35,0.004561962547229999
36,2.56181409844e-06
37,1.7807246942099998e-06
38,7.92430595927e-10
39,0.004561962547229999
40,1.06519695929e-08
41,0.0012689445736800001
42,7.74242983043e-05
43,0.0049513606248299995
44,2.76865233187e-06
45,1.8490621589e-06
46,8.900608341010001e-10
47,0.0049513606248299995
48,1.12461845307e-08
49,0.0010746636685399998
50,6.50317131631e-05
51,0.0044886548661
52,2.52351623996e-06
53,1.7718750944e-06
54,7.7521835386e-10
55,0.0044886548661
56,1.05423463698e-08
57,0.00106367499687
58,7.02027047244e-05
59,0.00455629942152
60,2.84516197477e-06
61,2.03185393019e-06
62,8.22599180505e-10
63,0.00455629942152
64,1.11376068172e-08
65,0.0008286615086560001
66,4.92920298697e-05
67,0.0037097032676799997
68,2.07437750715e-06
69,1.5253580681e-06
70,6.12678816103e-10
71,0.0037097032676799997
72,9.27914804596e-09
73,0.0035214013461
74,0.000295762316758
75,0.0110442566961
76,5.7919908879599995e-06
77,2.85452149831e-06
78,2.14880632173e-09
79,0.0110442566961
80,1.71481102977e-08
81,0.00127276503267
82,7.79570913792e-05
83,0.00497134758678
84,2.76125987708e-06
